file_name,highest_peak,0_FFT mean coefficient_32,mean,standard_deviation,rms_val,top3_peak,entropy,kurtosis_val,skewness,time_diff,peak_to_peak,,pca_comp_0,pca_comp_1,pca_comp_2,max_frequency
2004.02.14.03.22.39,0.027592444,6.77E-05,0.061268652,0.000778044,0.078122142,0.062859165,4.874186775,0.465529306,0.040790656,318000,0.774,,-12176864.33,225659.1514,51.42197586,123.1809747
2004.02.14.03.32.39,0.039105526,6.96E-05,0.059715332,0.000750408,0.076166926,0.062334354,4.847561791,0.552869727,-0.018221318,318600,0.755,,-9794410.99,232127.5513,120.4460375,123.1809747
2004.02.14.03.42.39,0.036422154,6.69E-05,0.060782617,0.000772955,0.07731351,0.063747806,4.863676,0.48252575,0.001854149,319200,0.767,,-11099296.48,227656.2601,141.1820048,123.1809747
2004.02.14.03.52.39,0.039567844,5.24E-05,0.060064697,0.000757839,0.075876773,0.060156598,4.84584775,0.279872045,-0.013675445,319800,0.71,,-15678308.43,213470.9626,-22.33611194,123.1809747
2004.02.14.04.02.39,0.042231965,6.36E-05,0.060131885,0.000764581,0.076204243,0.060361247,4.85107977,0.323708206,0.003900874,320400,0.659,,-12452981.25,222440.0922,97.09504141,123.1809747
2004.02.14.04.12.39,0.039097593,7.31E-05,0.059832471,0.00076173,0.075762377,0.063198672,4.844466605,0.351824363,-0.015463087,321000,0.76,,-12268065.32,222388.697,99.32406971,123.1809747
2004.02.14.04.22.39,0.042447642,6.46E-05,0.05994209,0.000763879,0.076092446,0.061776619,4.847025049,0.401881117,-0.009484184,321600,0.754,,-8618413.786,232616.3712,105.6122949,123.1809747
2004.02.14.04.32.39,0.040753463,5.59E-05,0.061768555,0.000783556,0.078618222,0.064509259,4.880194786,0.439753005,-0.011792016,322200,0.764,,-12507734.71,220477.5847,86.96238733,123.1809747
2004.02.14.04.42.39,0.04285192,6.10E-05,0.060617969,0.000769571,0.076547236,0.06280532,4.854481605,0.307565128,0.006006435,322800,0.782,,-11123943.14,223983.1127,119.001173,123.1809747
2004.02.14.04.52.39,0.036189409,7.91E-05,0.060332959,0.000771777,0.076550054,0.064222776,4.853976577,0.42756085,0.016289366,323400,0.781,,-7913273.157,232908.6577,189.6694686,123.1809747
2004.02.14.05.02.39,0.035173124,4.29E-05,0.060551074,0.000756569,0.076951574,0.062289263,4.85836928,0.472170741,-0.008608442,324000,0.762,,-11739202.14,220957.7402,98.33611955,123.1809747
2004.02.14.05.12.39,0.039634767,5.20E-05,0.060466162,0.000762702,0.076662473,0.061111751,4.855209392,0.429242249,0.0430966,324600,0.771,,-12348778.72,218549.1192,74.15655425,123.1809747
2004.02.14.05.22.39,0.043226869,7.50E-05,0.060803271,0.00076904,0.077181176,0.063033816,4.862436963,0.357326343,-0.013051134,325200,0.757,,-15130038.46,209697.7187,51.40731691,123.1809747
2004.02.14.05.32.39,0.041385348,6.04E-05,0.059502246,0.000760598,0.075485326,0.062340586,4.840504023,0.380322597,0.012460128,325800,0.708,,-9829867.062,224822.2277,92.42488923,123.1809747
2004.02.14.05.42.39,0.042133606,7.26E-05,0.061728955,0.000781425,0.078489348,0.061288508,4.879046735,0.416221606,0.015718868,326400,0.811,,-10869252.88,221138.6695,125.7048014,123.1809747
2004.02.14.05.52.39,0.041087525,5.19E-05,0.061143848,0.000776925,0.07744873,0.062529077,4.865703942,0.438193343,0.015314352,327000,0.81,,-12853501.46,214651.6122,31.0041923,123.1809747
2004.02.14.06.02.39,0.039992187,5.92E-05,0.06106665,0.000777161,0.077439634,0.063158086,4.865944214,0.418156834,0.002453486,327600,0.783,,-12171553.25,216074.9307,93.85892779,123.1809747
2004.02.14.06.12.39,0.042122332,8.09E-05,0.061123877,0.000784219,0.077246799,0.064137239,4.864262378,0.310775033,-0.002774611,328200,0.732,,-13730896.38,210848.7935,90.34949772,123.1809747
2004.02.14.06.22.39,0.033131008,9.42E-05,0.059735303,0.000754121,0.075646059,0.065071428,4.842844294,0.305455199,-0.007118658,328800,0.737,,-9536059.822,222694.1396,173.7727274,123.1809747
2004.02.14.06.32.39,0.029362484,6.83E-05,0.059892773,0.0007545,0.076149736,0.062493339,4.847904125,0.466855932,0.024998488,329400,0.872,,-11248488.72,217013.4052,58.49943041,123.1809747
2004.02.14.06.42.39,0.039475315,6.13E-05,0.061933545,0.000786174,0.078587166,0.062825673,4.880422639,0.361521743,0.022073843,330000,0.703,,-10919989.38,217388.0024,70.03928954,123.1809747
2004.02.14.06.52.39,0.039343857,5.95E-05,0.061504736,0.00077147,0.07790163,0.059063146,4.872104576,0.390543103,-0.007769181,330600,0.784,,-9556826.944,220832.3718,146.6931754,123.1809747
2004.02.14.07.02.39,0.035841099,4.78E-05,0.061249609,0.000768687,0.077705946,0.066181482,4.868558437,0.417840869,-0.002439884,331200,0.779,,-11031231.52,215858.0972,121.428376,123.0588925
2004.02.14.07.12.39,0.038868183,5.85E-05,0.061623926,0.000775958,0.077858983,0.061938064,4.870575751,0.29966208,0.03777069,331800,0.703,,-13338639.9,208412.4947,103.9183898,123.1809747
2004.02.14.07.22.39,0.042336891,6.27E-05,0.059832861,0.000763578,0.075713341,0.062384143,4.844330039,0.317569983,0.032574076,332400,0.818,,-8191231.32,223083.9522,220.8056069,123.1809747
2004.02.14.07.32.39,0.036588022,5.91E-05,0.060170801,0.000753685,0.076391775,0.05763863,4.85190969,0.486822904,-0.009018879,333000,0.838,,-12939520.11,208396.5181,76.99403492,123.1809747
2004.02.14.07.42.39,0.032248204,4.50E-05,0.061061719,0.000775135,0.077362111,0.069436039,4.864352744,0.405204563,-0.039413162,333600,0.73,,-8909502.579,219752.766,128.5365219,123.1809747
2004.02.14.07.52.39,0.039196966,5.59E-05,0.06151792,0.000780369,0.078423397,0.060358308,4.877135019,0.493499202,-0.023451278,334200,0.818,,-11645306.94,211036.3344,159.7834771,123.1809747
2004.02.14.08.02.39,0.041634216,6.50E-05,0.060233154,0.000761629,0.076281073,0.063354,4.850797192,0.425102237,0.022874933,334800,0.696,,-9822242.593,215844.8105,105.8933608,123.1809747
2004.02.14.08.12.39,0.040715404,8.83E-05,0.061496826,0.000775069,0.078224028,0.060711931,4.874583797,0.425278699,-0.015014301,335400,0.874,,-10371074.21,213616.5885,127.3735616,123.1809747
2004.02.14.08.22.39,0.041185783,7.75E-05,0.061527881,0.000781826,0.078259385,0.060821494,4.874448664,0.541055047,0.00506188,336000,0.833,,-9965974.365,214218.4378,120.2811935,123.1809747
2004.02.14.08.32.39,0.042947668,7.48E-05,0.062092969,0.000789289,0.078832798,0.063781596,4.881749019,0.49236501,0.041053544,336600,0.817,,-10967587.29,210646.9493,147.1866176,123.1809747
2004.02.14.08.42.39,0.041216477,5.86E-05,0.060525,0.000768914,0.076975292,0.061346393,4.858145462,0.501785914,-0.025164748,337200,0.808,,-10668597.06,210933.7478,76.51320293,123.1809747
2004.02.14.08.52.39,0.039084546,4.91E-05,0.061783105,0.00078861,0.078687501,0.063483662,4.879834721,0.495495821,0.045824391,337800,0.794,,-12600764.61,204601.6252,116.5479138,123.1809747
2004.02.14.09.02.39,0.039461153,5.89E-05,0.060192285,0.000756829,0.076290504,0.059331784,4.851551436,0.39152787,0.044422442,338400,0.679,,-13563091.67,201146.4053,59.30528392,123.1809747
2004.02.14.09.12.39,0.041067132,5.81E-05,0.06121875,0.000779335,0.077582805,0.062670763,4.868553331,0.351625531,0.02524598,339000,0.717,,-12288925.72,204326.6453,123.6968833,123.1809747
2004.02.14.09.22.39,0.041054932,4.55E-05,0.060750732,0.000774182,0.076896423,0.061705621,4.860291482,0.297965743,-0.009943743,339600,0.676,,-12210524.27,203959.3018,111.6642317,123.1809747
2004.02.14.09.32.39,0.031512955,5.85E-05,0.060481689,0.000766382,0.076799116,0.064073233,4.857631622,0.396144928,0.015213986,340200,0.816,,-12609909.66,202174.2092,65.89234213,123.1809747
2004.02.14.09.42.39,0.039583659,5.66E-05,0.061139648,0.000774636,0.077627334,0.060496336,4.867972634,0.439566784,-0.062747823,340800,0.681,,-11840782.94,203856.2337,118.9519012,123.1809747
2004.02.14.09.52.39,0.041819441,5.68E-05,0.061593604,0.000787927,0.078063875,0.061130528,4.873463903,0.405866769,0.038582511,341400,0.703,,-13908241.11,197122.4314,93.62686433,123.1809747
2004.02.14.10.02.39,0.041034583,5.66E-05,0.059919531,0.000766752,0.076146043,0.063317349,4.849055878,0.388349671,-0.037739929,342000,0.781,,-11112349.81,204817.3904,124.2315565,123.1809747
2004.02.14.10.12.39,0.03131426,5.22E-05,0.060994092,0.00077121,0.077749529,0.064954462,4.867654481,0.566700093,0.052025314,342600,0.727,,-11108789.39,204228.1301,185.3348927,123.0588925
2004.02.14.10.22.39,0.038105593,7.61E-05,0.059913867,0.000755949,0.076055411,0.058450036,4.847940868,0.417836157,0.059188076,343200,0.7,,-15053077.2,191926.0239,67.42562982,123.1809747
2004.02.14.10.32.39,0.043831078,9.00E-05,0.060801807,0.000770218,0.076918898,0.064350734,4.859849914,0.349676255,0.040221201,343800,0.749,,-10809480.48,203916.0651,194.6089206,123.1809747
2004.02.14.10.42.39,0.032637966,6.21E-05,0.06012373,0.000757449,0.076259296,0.064743099,4.850191996,0.382178698,0.029506457,344400,0.755,,-11710383.63,200643.0886,117.7955969,123.1809747
2004.02.14.10.52.39,0.034650041,6.64E-05,0.060857861,0.000767906,0.077503439,0.063449118,4.863940165,0.578236616,0.046653693,345000,0.769,,-12258350.91,198417.3451,101.6965924,123.1809747
2004.02.14.11.02.39,0.040476567,6.08E-05,0.060174658,0.000760434,0.076894205,0.061634467,4.856194859,0.547077314,0.012776494,345600,0.723,,-14954646.83,189817.9969,60.05318205,123.1809747
2004.02.14.11.12.39,0.0433792,7.21E-05,0.06131543,0.000785556,0.077654487,0.06455126,4.869459055,0.331179999,0.003910369,346200,0.835,,-13907337.96,192325.0967,62.86918095,123.1809747
2004.02.14.11.22.39,0.040245506,7.82E-05,0.060545801,0.000764109,0.076988642,0.060183534,4.859511501,0.428234378,-0.008255556,346800,0.827,,-9244902.54,205557.764,175.8955876,123.1809747
2004.02.14.11.32.39,0.027447843,7.85E-05,0.061403076,0.000772974,0.078136844,0.063463939,4.872586365,0.557221918,0.017624769,347400,0.769,,-10718590.04,200585.679,185.225215,123.3030569
2004.02.14.11.42.39,0.036255011,5.53E-05,0.060310498,0.000761916,0.076535283,0.059502056,4.852003953,0.446319794,-0.002409893,348000,0.754,,-13037304.17,193106.3172,79.87367915,123.1809747
2004.02.14.11.52.39,0.038430297,6.70E-05,0.061759473,0.00078265,0.078448257,0.062712279,4.87713633,0.474934796,0.00996176,348600,0.816,,-10743575.11,199311.4737,151.6615037,123.1809747
2004.02.14.12.02.39,0.039092136,4.39E-05,0.060993848,0.000776812,0.077814131,0.063242748,4.868401676,0.519169123,0.028374828,349200,0.699,,-14911365.9,186346.3129,62.70500032,123.1809747
2004.02.14.12.12.39,0.043040806,5.98E-05,0.060786523,0.000778053,0.077302631,0.063777307,4.862942185,0.396904111,0.000403461,349800,0.765,,-8621816.011,204406.2793,188.3755423,123.1809747
2004.02.14.12.22.39,0.029596932,6.34E-05,0.061414111,0.000773543,0.078122132,0.063358976,4.874410087,0.448142437,0.027244952,350400,0.776,,-11883032.77,194130.7906,101.5733623,123.1809747
2004.02.14.12.32.39,0.041997373,6.12E-05,0.062448535,0.00079827,0.079232949,0.064759082,4.889321155,0.358986908,0.001791115,351000,0.825,,-14441800.16,185939.5686,134.9932341,123.1809747
2004.02.14.12.42.39,0.040493747,6.62E-05,0.059459277,0.000752736,0.075381116,0.060782413,4.837806052,0.500196713,-0.038032656,351600,0.708,,-12821107.25,190147.8439,143.664259,123.1809747
2004.02.14.12.52.39,0.04236927,4.91E-05,0.060735205,0.000772082,0.076952737,0.063592434,4.860380592,0.355912594,0.010654915,352200,0.823,,-11742511.17,192747.9142,201.2068421,123.1809747
2004.02.14.13.02.39,0.042051907,7.62E-05,0.059924365,0.000764531,0.076206971,0.061450726,4.848254987,0.523982654,-0.016744397,352800,0.705,,-9640389.383,198384.4209,186.8257273,123.1809747
2004.02.14.13.12.39,0.031747419,6.54E-05,0.061840332,0.000783238,0.078553174,0.064443932,4.879921342,0.361864188,-0.006613373,353400,0.749,,-9200625.796,199089.185,227.9460306,123.1809747
2004.02.14.13.22.39,0.030008266,5.72E-05,0.06068584,0.000762386,0.077037745,0.062369387,4.860858665,0.398123018,-0.013292744,354000,0.742,,-8269249.817,201252.4483,251.9778413,123.1809747
2004.02.14.13.32.39,0.028554781,5.25E-05,0.061264453,0.000770799,0.077835533,0.06633811,4.869704519,0.431997842,-0.021218988,354600,0.749,,-10818892.95,193088.1667,215.4761498,123.1809747
2004.02.14.13.42.39,0.033496713,5.76E-05,0.060815332,0.00077083,0.077022499,0.063423931,4.859097876,0.412006306,0.022712328,355200,0.747,,-13296646.52,185137.0837,177.8532809,123.1809747
2004.02.14.13.52.39,0.040590238,5.55E-05,0.059995898,0.000766331,0.076056412,0.061333902,4.846122302,0.420890913,-0.004630215,355800,0.703,,-7740644.814,201020.7135,267.8930684,123.1809747
2004.02.14.14.02.39,0.036179786,8.22E-05,0.06110376,0.000776373,0.0776432,0.062569937,4.867569184,0.417764058,0.029726572,356400,0.794,,-9559828.785,195023.3596,189.7281539,123.1809747
2004.02.14.14.12.39,0.034701118,8.20E-05,0.061575391,0.000775696,0.07824552,0.063432293,4.875616035,0.462614996,-0.034631711,357000,0.791,,-10382091.78,191983.838,174.9204585,123.1809747
2004.02.14.14.22.39,0.040184994,5.08E-05,0.062031592,0.000784647,0.078483233,0.061541923,4.879266628,0.366378444,-0.035275988,357600,0.732,,-12275485.56,185766.5523,167.9133498,123.1809747
2004.02.14.14.32.39,0.041729881,8.02E-05,0.0615771,0.000788938,0.077791325,0.063694809,4.870037462,0.295357014,0.001633344,358200,0.703,,-12401377.91,184793.1269,183.2504755,123.1809747
2004.02.14.14.42.39,0.038704511,5.16E-05,0.060446924,0.000763572,0.076533365,0.061070075,4.854097606,0.355262773,-0.005941783,358800,0.793,,-9806879.431,191890.4947,222.1722477,123.1809747
2004.02.14.14.52.39,0.03368545,7.30E-05,0.061389014,0.000768996,0.077719548,0.06414442,4.868635657,0.437952647,-0.0542027,359400,0.696,,-12244685.11,184058.0149,189.1352294,123.1809747
2004.02.14.15.02.39,0.041392294,7.19E-05,0.060815283,0.000771759,0.076934675,0.060340131,4.858023735,0.41623753,0.025370708,360000,0.808,,-9519312.191,191543.5736,202.3690192,123.1809747
2004.02.14.15.12.39,0.029588129,6.41E-05,0.061808252,0.00077737,0.078407566,0.067117402,4.876828936,0.443220645,-0.054595622,360600,0.715,,-11394620.98,185380.0757,223.1007314,123.1809747
2004.02.14.15.22.39,0.041048623,6.39E-05,0.060154541,0.000767293,0.076374199,0.060695938,4.851899414,0.383615447,-0.010751406,361200,0.767,,-10563291.26,187246.5017,273.408579,123.1809747
2004.02.14.15.32.39,0.031029914,6.80E-05,0.060738184,0.000771542,0.076854334,0.068494609,4.859459087,0.360185371,-0.040246293,361800,0.737,,-8641030.297,192349.5056,286.8764289,123.3030569
2004.02.14.15.42.39,0.035588593,5.92E-05,0.060311572,0.000766744,0.076892689,0.062502807,4.85668515,0.479393292,-0.01128158,362400,0.759,,-10811044.34,185311.2571,183.1944859,123.1809747
2004.02.14.15.52.39,0.027783689,9.52E-05,0.061462354,0.000778692,0.078179672,0.065803206,4.874926189,0.42218714,0.014268409,363000,0.771,,-10743020.72,184913.033,180.2644786,123.1809747
2004.02.14.16.02.39,0.035279607,5.73E-05,0.061589453,0.000780541,0.078259661,0.063339777,4.875183239,0.471847444,-0.016259259,363600,0.774,,-11973021.37,180664.1548,271.6284727,123.1809747
2004.02.14.16.12.39,0.039886528,6.45E-05,0.060125586,0.000768295,0.076003188,0.061112947,4.847529627,0.304386196,-0.024944062,364200,0.735,,-13196811.61,176433.0955,140.5006071,123.1809747
2004.02.14.16.22.39,0.041586949,5.02E-05,0.061396143,0.000777623,0.077569417,0.06167695,4.868258278,0.272213679,0.015394699,364800,0.761,,-12279439.02,178555.0144,242.0416592,123.1809747
2004.02.14.16.32.39,0.035011257,5.09E-05,0.061448047,0.000782573,0.077329229,0.069505916,4.866572811,0.22581661,-0.023622883,365400,0.777,,-12980401.78,175875.2628,192.7705836,123.1809747
2004.02.14.16.42.39,0.036722056,7.46E-05,0.060296924,0.000771666,0.076513702,0.062312755,4.853205532,0.472432731,0.004941478,366000,0.888,,-9733246.72,184908.8441,189.9860528,123.1809747
2004.02.14.16.52.39,0.041934967,5.23E-05,0.061688086,0.000786968,0.078762414,0.064087741,4.878976947,0.65523186,-0.000411768,366600,0.742,,-13683149.44,172590.4263,224.0327394,123.1809747
2004.02.14.17.02.39,0.041679388,6.25E-05,0.059888525,0.000763273,0.075634457,0.061548843,4.842761461,0.2940289,-0.014845114,367200,0.701,,-10757029.45,180671.613,232.9250304,123.1809747
2004.02.14.17.12.39,0.02700265,7.65E-05,0.061401807,0.000778364,0.077649842,0.066519546,4.869386546,0.308903818,0.052089528,367800,0.796,,-9862922.789,182724.1854,224.6193752,123.1809747
2004.02.14.17.22.39,0.031872367,7.21E-05,0.061594482,0.00078154,0.078312223,0.066415289,4.876226454,0.420703118,0.057713998,368400,0.783,,-9933547.78,181914.7714,248.8813065,123.1809747
2004.02.14.17.32.39,0.030136888,6.98E-05,0.061064697,0.000771016,0.077487861,0.061708286,4.865346689,0.426115055,-0.01518032,369000,0.755,,-11108817.51,177827.9956,252.0064325,123.1809747
2004.02.14.17.42.39,0.039411248,5.87E-05,0.060347949,0.000771627,0.076638564,0.062983451,4.855731495,0.41426243,0.044389857,369600,0.74,,-10965465.12,177653.3541,277.5429879,123.1809747
2004.02.14.17.52.39,0.034160134,4.83E-05,0.059197363,0.00075044,0.075121779,0.063890242,4.834813927,0.432238619,0.005397107,370200,0.703,,-14238757.11,167342.1272,233.6230657,123.1809747
2004.02.14.18.02.39,0.043499164,6.80E-05,0.059457178,0.000758324,0.075007414,0.062829197,4.835055796,0.264094652,0.00528419,370800,0.713,,-7869408.682,185638.793,353.0934614,123.1809747
2004.02.14.18.12.39,0.038091127,7.70E-05,0.060333545,0.000762223,0.076382316,0.060891431,4.85265698,0.332808432,0.003465385,371400,0.718,,-11292908.3,174881.5738,175.37076,123.1809747
2004.02.14.18.22.39,0.042444537,6.94E-05,0.061313574,0.000788799,0.077880279,0.06209055,4.871059884,0.378428322,-0.052990637,372000,0.794,,-11314359.86,174218.2784,279.4205103,123.1809747
2004.02.14.18.32.39,0.035172647,7.10E-05,0.059257861,0.000750782,0.075274391,0.05899611,4.836529457,0.438136766,0.014947211,372600,0.752,,-9957293.886,177644.1175,204.3712089,123.1809747
2004.02.14.18.42.39,0.041942096,5.43E-05,0.062381934,0.000796225,0.079182999,0.062673171,4.887952472,0.413259906,0.011272075,373200,0.74,,-10241408.02,176201.2555,230.7376735,123.1809747
2004.02.14.18.52.39,0.039493187,5.93E-05,0.061403174,0.000777794,0.078007113,0.060111873,4.873201839,0.348148375,0.021013061,373800,0.73,,-13067656.22,167216.3023,175.8980594,123.1809747
2004.02.14.19.02.39,0.039407856,6.16E-05,0.061934033,0.000788217,0.078255822,0.062770045,4.876539315,0.321233991,0.001921799,374400,0.796,,-9429418.482,177410.2994,263.8729833,123.1809747
2004.02.14.19.12.39,0.038749968,7.47E-05,0.060971777,0.000773445,0.077562012,0.059105131,4.864628648,0.570183705,0.038883454,375000,0.73,,-11068169.7,171948.5713,266.3456833,123.1809747
2004.02.14.19.22.39,0.028419376,7.08E-05,0.060819287,0.000764038,0.076895496,0.067118388,4.858360576,0.363265456,0.055369503,375600,0.786,,-12350146.55,167545.0183,207.3076518,123.1809747
2004.02.14.19.32.39,0.040549241,4.26E-05,0.060480518,0.00077034,0.076751982,0.060451307,4.85620709,0.377404969,0.014011684,376200,0.73,,-10399466.46,172732.556,309.1681525,123.1809747
2004.02.14.19.42.39,0.040427455,6.14E-05,0.060902588,0.000775905,0.077060731,0.063881787,4.86060969,0.337660534,0.03782793,376800,0.723,,-10658636.47,171363.5497,270.7606063,123.1809747
2004.02.14.19.52.39,0.038328158,6.67E-05,0.060321875,0.000758801,0.076484399,0.059142909,4.852445367,0.403683149,0.009556589,377400,0.84,,-9652916.399,173747.3258,264.915765,123.1809747
2004.02.14.20.02.39,0.034582765,5.70E-05,0.06146958,0.000772714,0.078048295,0.06316179,4.873230839,0.495501695,0.03955244,378000,0.689,,-10329271.89,171140.8062,317.2108742,123.1809747
2004.02.14.20.12.39,0.030187924,6.31E-05,0.060384717,0.000763112,0.076505812,0.06348105,4.853886738,0.321433939,0.0030977,378600,0.883,,-8779499.969,175138.47,263.3760085,123.1809747
2004.02.14.20.22.39,0.030506624,7.75E-05,0.06199624,0.000788135,0.078705053,0.065858979,4.880235703,0.551878515,-0.04094556,379200,0.764,,-14667779.43,157068.9276,138.7260202,123.1809747
2004.02.14.20.32.39,0.041387435,5.04E-05,0.060782568,0.00077188,0.077220642,0.062766682,4.862323181,0.422493026,-0.019125659,379800,0.788,,-14215455.15,157811.0439,192.6391091,123.1809747
2004.02.14.20.42.39,0.041388054,5.69E-05,0.060760889,0.000771984,0.076681159,0.06093013,4.856985897,0.30615493,0.030253717,380400,0.742,,-14021826.29,157785.6633,231.4204408,123.1809747
2004.02.14.20.52.39,0.039106413,5.96E-05,0.059587451,0.000760446,0.075605185,0.061177648,4.841909193,0.389790037,0.00351288,381000,0.718,,-12360482.64,162114.4957,263.8145234,123.1809747
2004.02.14.21.02.39,0.038972072,7.61E-05,0.060476074,0.000765214,0.076431474,0.058711231,4.853601421,0.274095047,-0.012521961,381600,0.708,,-12305876.58,161676.4063,212.6137304,123.1809747
2004.02.14.21.12.39,0.042075864,7.49E-05,0.060765381,0.000771735,0.077385885,0.062927322,4.863956673,0.468679864,0.020102008,382200,0.891,,-12106542.11,161667.8608,260.7628174,123.1809747
2004.02.14.21.22.39,0.041542952,6.94E-05,0.060550977,0.000772312,0.076732228,0.064669624,4.855861675,0.415053372,-0.017336724,382800,0.81,,-10588936.46,165570.2872,264.6342442,123.1809747
2004.02.14.21.32.39,0.039138407,6.79E-05,0.061156348,0.000780931,0.077874036,0.063793465,4.869244686,0.520991418,-0.023116086,383400,0.83,,-14155890.39,154387.7339,213.8987772,123.1809747
2004.02.14.21.42.39,0.041439462,6.76E-05,0.05999668,0.000762808,0.076101979,0.064142584,4.846938083,0.468064354,-0.011006075,384000,0.76,,-9891141.308,166440.4768,264.6186378,123.1809747
2004.02.14.21.52.39,0.033902923,6.59E-05,0.061823535,0.000782645,0.078448773,0.064173918,4.878246981,0.392470625,-0.018447182,384600,0.732,,-8575265.832,169744.3824,301.0949476,123.1809747
2004.02.14.22.02.39,0.039876453,6.64E-05,0.061579004,0.000779648,0.07838619,0.063295299,4.877615178,0.470267333,0.011830659,385200,0.75,,-11711851.41,159838.9356,289.5009409,123.0588925
2004.02.14.22.12.39,0.040842218,6.14E-05,0.060126807,0.000761585,0.076401252,0.061707917,4.851575835,0.415570125,0.041866116,385800,0.725,,-10546631.71,162695.8168,274.0169032,123.1809747
2004.02.14.22.22.39,0.034539617,6.96E-05,0.060926904,0.000771279,0.077588066,0.059710236,4.867735293,0.416107773,-0.013632761,386400,0.749,,-12383397.5,156646.6258,303.603219,123.1809747
2004.02.14.22.32.39,0.043861814,8.08E-05,0.060426611,0.000767304,0.076307877,0.063446396,4.852415079,0.259737429,0.027416412,387000,0.744,,-11362493.14,159075.4755,323.7940043,123.1809747
2004.02.14.22.42.39,0.033020251,5.64E-05,0.059454639,0.000745887,0.075358624,0.061209377,4.836981293,0.46059922,0.031647558,387600,0.693,,-13590352.03,151865.5608,221.3701507,123.1809747
2004.02.14.22.52.39,0.042354011,5.66E-05,0.060606055,0.000772809,0.076847325,0.062096753,4.85887338,0.296495418,-0.011202151,388200,0.715,,-12678792.18,153969.8705,194.1702794,123.1809747
2004.02.14.23.02.39,0.038876756,5.68E-05,0.061344287,0.000770293,0.077872875,0.059472133,4.871023134,0.400597038,0.022004185,388800,0.862,,-10891247.03,158673.4504,289.4834578,123.1809747
2004.02.14.23.12.39,0.026970414,5.18E-05,0.061218018,0.000766963,0.07755524,0.064561109,4.867416529,0.411822457,0.031330427,389400,0.75,,-10602361.1,158930.5397,310.7063322,123.1809747
2004.02.14.23.22.39,0.033836088,5.33E-05,0.060433594,0.000758312,0.0766644,0.062640744,4.855811654,0.404976616,0.034181901,390000,0.857,,-11988509.18,154217.9411,253.5471303,123.1809747
2004.02.14.23.32.39,0.041768935,5.60E-05,0.060959863,0.000779147,0.077565053,0.061296896,4.863477627,0.594161971,-0.021400402,390600,0.723,,-12311344.88,152660.0795,211.6973366,123.1809747
2004.02.14.23.42.39,0.037661357,5.89E-05,0.06100835,0.00077216,0.077494965,0.059165973,4.866208057,0.391096974,-0.03937622,391200,0.791,,-12410657.73,151765.5091,241.3275759,123.1809747
2004.02.14.23.52.39,0.040435661,6.63E-05,0.060600146,0.000769606,0.07696251,0.061817105,4.858128407,0.471987151,0.043472419,477000,0.717,,-10879045.39,70509.41656,471.4604719,123.1809747
2004.02.15.00.02.39,0.033613126,6.98E-05,0.061613574,0.000779362,0.078274523,0.063731003,4.876978765,0.373405819,0.021832477,477600,0.745,,-12880614.79,63971.27336,500.0881667,123.0588925
2004.02.15.00.12.39,0.033963056,8.90E-05,0.059737695,0.000759784,0.075764781,0.063111492,4.843391416,0.393678131,-0.011643142,478200,0.691,,-14333042.31,59062.34822,517.9196061,123.1809747
2004.02.15.00.22.39,0.04269397,6.81E-05,0.059270117,0.000749374,0.074952373,0.060847819,4.834625971,0.303574164,0.02316076,478800,0.862,,-10093121.57,71041.40962,601.944429,123.1809747
2004.02.15.00.32.39,0.035462765,5.88E-05,0.059804004,0.000756914,0.076012105,0.062479538,4.84439432,0.592631271,-0.037579439,479400,0.837,,-12330697.33,63802.70942,489.1864103,123.1809747
2004.02.15.00.42.39,0.040784819,5.72E-05,0.061270361,0.000774975,0.077846166,0.060128527,4.870029665,0.469157113,0.013646935,480000,0.718,,-10281412.05,69282.67181,549.951797,123.1809747
2004.02.15.00.52.39,0.033865669,7.56E-05,0.061433887,0.000774316,0.077771903,0.061486454,4.870754248,0.319910282,0.002222795,480600,0.774,,-13014056.27,60575.44704,518.5483844,123.1809747
2004.02.15.01.02.39,0.042596966,8.94E-05,0.060029297,0.000765602,0.076094265,0.061316297,4.847268958,0.42323338,0.043605322,481200,0.728,,-10129010.85,68534.80716,558.2392562,123.1809747
2004.02.15.01.12.39,0.038052086,6.28E-05,0.061379932,0.000772686,0.077919817,0.059869277,4.871699053,0.369609544,0.013746492,481800,0.788,,-14161217.39,55971.92005,471.5425871,123.1809747
2004.02.15.01.22.39,0.043278258,7.36E-05,0.060806445,0.000770465,0.076854024,0.063621185,4.858308486,0.3818657,0.033342586,482400,0.698,,-11569167.48,63062.08603,535.2369719,123.1809747
2004.02.15.01.32.39,0.03916039,6.57E-05,0.060473779,0.000764185,0.076743298,0.059332905,4.857498039,0.36468849,-0.003861003,483000,0.716,,-13308392.63,57302.30328,540.515272,123.1809747
2004.02.15.01.42.39,0.038501314,6.10E-05,0.059937695,0.000763916,0.075829866,0.063028689,4.8451402,0.332421998,0.044223571,483600,0.869,,-9042296.723,69358.84197,576.9379105,123.1809747
2004.02.15.01.52.39,0.028046704,5.14E-05,0.061775293,0.000784054,0.078444486,0.063513737,4.876452139,0.564740342,0.011571633,484200,0.725,,-12940655.14,57193.11933,495.5112738,123.0588925
2004.02.15.02.02.39,0.035474726,7.24E-05,0.061136816,0.000772972,0.077319545,0.062859228,4.864610101,0.258647438,-0.084513654,484800,0.698,,-12419645.5,58138.94594,523.2932089,123.1809747
